Model,Accuracy,F-Score
Light GBM,0.916030534351145,0.611764705882353
Gradient Boosting,0.8905852417302799,0.4109589041095891
Random Forest,0.8905852417302799,0.39436619718309857
Decision Tree,0.821882951653944,0.38596491228070173
Extreme Gradient,0.8880407124681934,0.3714285714285715
SGD,0.8676844783715013,0.10344827586206896
ANN,0.8676844783715013,0.10344827586206896
Naive Bayes,0.8651399491094147,0.0
SVM,0.8651399491094147,0.0
Logistic Regression,0.8651399491094147,0.0
